stoneKiller;callingStation1;callingStation2;callingStation3
13362;3111;5766;1756
13342;3091;5746;1816
13242;2991;6046;1716
13142;3311;5946;1596
13132;3291;5926;1646
13112;3271;5906;1706
13112;3311;5886;1686
13112;3291;5866;1726
13102;3271;5916;1706
13082;3251;5976;1686
13082;3231;6016;1666
13402;3131;5916;1546
13392;3111;5896;1596
13272;2991;6246;1486
13272;2971;6286;1466
13272;2951;6326;1446
13262;3001;6306;1426
13242;2981;6366;1406
13242;2961;6346;1446
13242;3001;6326;1426
13232;2981;6306;1476
13212;2961;6286;1536
13512;2861;6186;1436
13512;2841;6226;1416
13502;2891;6206;1396
13482;2951;6186;1376
13482;2991;6166;1356
13482;2971;6146;1396
13472;2951;6126;1446
13452;2931;6186;1426
13452;2971;6166;1406
13772;2871;6066;1286
13762;2921;6046;1266
13742;2901;6106;1246
14042;2801;6006;1146
14042;2841;5986;1126
14032;2891;5966;1106
14012;2951;5946;1086
14012;2991;5926;1066
14012;2971;5906;1106
14002;2986;5921;1086
13982;2966;5901;1146
13882;3266;5801;1046
13882;3306;5781;1026
13872;3286;5761;1076
13852;3346;5741;1056
14152;3246;5641;956
14052;3566;5541;836
14042;3546;5591;816
14022;3606;5571;796
14022;3586;5611;776
14022;3566;5591;816
14012;3616;5571;796
13992;3676;5551;776
13992;3716;5531;756
13992;3696;5571;736
13982;3676;5551;786
13962;3656;5531;846
14262;3556;5431;746
14262;3536;5411;786
14252;3586;5391;766
14232;3566;5451;746
14232;3606;5431;726
14232;3586;5471;706
14222;3566;5521;686
14202;3626;5501;666
14202;3606;5541;646
14202;3646;5521;626
14192;3626;5501;676
14072;3506;5851;566
14072;3546;5831;546
14072;3526;5871;526
14062;3506;5921;506
14042;3486;5981;486
14042;3526;5961;466
14042;3566;5941;446
14032;3546;5921;496
14012;3526;5981;476
14012;3506;5961;516
14012;3486;5941;556
13902;3386;5821;886
13882;3366;5881;866
13882;3346;5861;906
13882;3386;5841;886
13872;3366;5821;936
13852;3346;5801;996
13852;3326;5841;976
13852;3306;5821;1016
13842;3356;5801;996
13822;3336;5781;1056
13822;3376;5761;1036
13822;3356;5801;1016
13812;3336;5781;1066
13692;3686;5661;956
13692;3726;5641;936
13692;3706;5621;976
13682;3756;5601;956
13662;3736;5661;936
13662;3776;5641;916
13662;3816;5621;896
13652;3796;5601;946
13632;3856;5581;926
13632;3836;5561;966
13532;3736;5881;846
13522;3716;5861;896
13502;3776;5841;876
13502;3756;5881;856
13502;3796;5861;836
13492;3776;5841;886
13472;3836;5821;866
13472;3816;5801;906
13472;3856;5781;886
13362;3756;6111;766
13342;3736;6171;746
13342;3776;6151;726
13342;3756;6191;706
13332;3806;6171;686
13312;3866;6151;666
13312;3846;6191;646
13312;3826;6171;686
13302;3876;6151;666
13282;3856;6211;646
13282;3836;6191;686
13282;3816;6231;666
13272;3796;6281;646
13252;3856;6261;626
13152;3756;6561;526
13152;3736;6541;566
13142;3786;6521;546
13022;4136;6401;436
13022;4116;6381;476
13022;4096;6361;516
13012;4146;6341;496
12992;4126;6321;556
12992;4126;6321;556
12992;4106;6301;596
12982;4086;6281;646
12862;3966;6631;536
12862;3946;6671;516
12862;3986;6651;496
12852;3966;6631;546
12832;3946;6691;526
12832;3926;6731;506
12732;3826;7051;386
12722;3841;7066;366
12702;3821;7046;426
12702;3801;7026;466
12702;3841;7006;446
12692;3891;6986;426
12672;3871;7046;406
12672;3851;7086;386
12672;3831;7126;366
12662;3811;7176;346
12642;3791;7236;326
12642;3771;7216;366
12642;3751;7196;406
12632;3801;7176;386
12612;3781;7156;446
12612;3761;7196;426
12612;3741;7176;466
12502;4091;7056;346
12482;4071;7036;406
12482;4051;7016;446
12482;4091;6996;426
12472;4141;6976;406
12452;4201;6956;386
12752;4101;6856;286
12752;4081;6896;266
12742;4131;6876;246
12722;4111;6936;226
12722;4151;6916;206
12722;4191;6896;186
12712;4171;6946;166
12692;4151;6926;226
12692;4131;6906;266
12592;4451;6806;146
12582;4501;6786;126
12562;4481;6846;106
12562;4461;6886;86
12882;4361;6786;-34
13102;4261;6666;
13082;4241;6706;
13082;4261;6686;
13072;4291;6666;
13052;4271;6706;
13052;4251;6726;
13042;4231;6756;
13022;4271;6736;
13022;4251;6756;
13012;4231;6786;
12992;4271;6766;
12992;4291;6746;
13212;4191;6626;
13192;4171;6666;
13192;4151;6686;
13182;4181;6666;
13162;4221;6646;
13162;4201;6666;
13152;4231;6646;
13132;4211;6686;
13132;4191;6706;
13352;4091;6586;
13332;4071;6626;
13332;4051;6646;
13322;4081;6626;
13302;4121;6606;
13302;4141;6586;
13292;4171;6566;
13522;4051;6456;
13522;4031;6476;
13512;4011;6506;
13492;4051;6486;
13492;4071;6466;
13712;3971;6346;
13692;3951;6386;
13692;3971;6366;
13682;4001;6346;
13662;4041;6326;
13662;4061;6306;
13652;4091;6286;
13882;3971;6176;
13882;3951;6196;
13872;3981;6176;
13852;4021;6156;
13852;4001;6176;
13842;3981;6206;
13822;3991;6216;
13822;4011;6196;
13712;4241;6076;
13592;4121;6316;
13592;4141;6296;
13582;4121;6326;
13562;4131;6336;
13562;4111;6356;
13552;4141;6336;
13532;4121;6376;
13732;4021;6276;
13722;4051;6256;
13602;3931;6496;
13802;3831;6396;
13792;3861;6376;
13772;3901;6356;
13772;3881;6376;
13762;3911;6356;
13742;3951;6336;
13742;3971;6316;
13732;3951;6346;
13962;3831;6236;
13962;3851;6216;
13852;3751;6426;
13832;3791;6406;
13832;3771;6426;
13822;3751;6456;
13702;3631;6696;
13702;3651;6676;
13692;3631;6706;
13672;3671;6686;
13672;3691;6666;
13662;3721;6646;
13642;3761;6626;
13642;3741;6646;
13632;3771;6626;
13612;3751;6666;
13612;3731;6686;
13602;3736;6691;
13582;3776;6671;
13582;3796;6651;
13802;3696;6531;
13782;3676;6571;
13782;3656;6591;
13772;3636;6621;
13752;3616;6661;
13752;3636;6641;
13742;3616;6671;
13722;3656;6651;
13722;3636;6671;
13712;3666;6651;
13692;3646;6691;
13692;3666;6671;
13682;3646;6701;
13912;3526;6591;
13912;3506;6611;
13902;3486;6641;
13882;3526;6621;
13882;3506;6641;
13872;3536;6621;
13852;3576;6601;
13852;3596;6581;
13842;3626;6561;
13822;3666;6541;
13822;3686;6521;
13812;3716;6501;
13792;3696;6541;
13792;3676;6561;
13782;3656;6591;
13762;3636;6631;
13962;3536;6531;
13952;3566;6511;
14182;3446;6401;
14182;3426;6421;
14172;3406;6451;
14152;3446;6431;
14152;3426;6451;
14142;3456;6431;
14372;3336;6321;
14372;3316;6341;
14362;3296;6371;
14342;3336;6351;
14342;3316;6371;
14332;3346;6351;
14312;3386;6331;
14312;3366;6351;
14302;3346;6381;
14282;3326;6421;
14282;3346;6401;
14272;3326;6431;
14252;3366;6411;
14252;3346;6431;
14242;3326;6461;
14222;3306;6501;
14222;3326;6481;
14212;3356;6461;
14442;3236;6351;
14642;3136;6251;
14632;3116;6281;
14612;3096;6321;
14612;3116;6301;
14602;3096;6331;
14582;3076;6371;
14582;3096;6351;
14802;2996;6231;
15032;2876;6121;
15032;2856;6141;
14922;2756;6351;
14802;2986;6241;
14802;3006;6221;
14792;2986;6251;
14772;3026;6231;
14772;3046;6211;
14762;3026;6241;
14742;3066;6221;
14742;3086;6201;
14732;3066;6231;
14712;3106;6211;
14712;3126;6191;
14932;3026;6071;
14812;3256;5961;
14812;3236;5981;
14802;3266;5961;
14782;3246;6001;
14782;3226;6021;
14837;3126;6066;
14817;3106;6106;
14817;3086;6126;
14807;3116;6106;
14787;3096;6146;
14787;3076;6166;
15007;2976;6046;
15237;2856;5936;
15137;3056;5836;
15127;3036;5866;
15107;3076;5846;
15107;3096;5826;
14997;2996;6036;
15227;2876;5926;
15227;2856;5946;
15217;2886;5926;
15197;2866;5966;
15197;2886;5946;
15187;2866;5976;
15167;2906;5956;
15167;2886;5976;
15157;2866;6006;
15137;2846;6046;
15137;2866;6026;
15127;2871;6031;
15107;2851;6071;
15107;2871;6051;
15097;2876;6056;
15077;2856;6096;
15077;2876;6076;
15067;2906;6056;
14947;3136;5946;
14847;3036;6146;
14837;3066;6126;
14817;3106;6106;
14817;3086;6126;
14807;3116;6106;
14787;3126;6116;
14787;3106;6136;
15007;3006;6016;
14987;2986;6056;
14987;2966;6076;
14977;2946;6106;
14957;2956;6116;
14957;2956;6116;
14947;2986;6096;
14827;3216;5986;
14827;3196;6006;
14817;3176;6036;
14797;3216;6016;
14997;3116;5916;
14987;3146;5896;
14967;3126;5936;
14967;3106;5956;
15187;3006;5836;
15167;3046;5816;
15167;3026;5836;
15157;3056;5816;
15137;3096;5796;
15137;3076;5816;
15127;3056;5846;
15107;3036;5886;
15107;3016;5906;
15097;3046;5886;
15077;3086;5866;
15077;3066;5886;
15067;3046;5916;
15047;3026;5956;
15047;3046;5936;
15267;2946;5816;
15247;2926;5856;
15247;2906;5876;
15237;2936;5856;
15217;2916;5896;
15217;2936;5876;
15207;2966;5856;
15187;3006;5836;
15087;3206;5736;
15077;3186;5766;
15057;3226;5746;
15257;3126;5646;
15247;3156;5626;
15227;3196;5606;
15227;3176;5626;
15217;3156;5656;
15197;3136;5696;
15197;3156;5676;
15187;3136;5706;
15417;3016;5596;
15417;2996;5616;
15637;2896;5496;
15617;2876;5536;
15617;2876;5536;
15607;2906;5516;
15587;2946;5496;
15587;2926;5516;
15577;2956;5496;
15557;2996;5476;
15457;2896;5676;
15447;2876;5706;
15677;2756;5596;
15677;2776;5576;
15667;2806;5556;
15647;2846;5536;
15647;2826;5556;
15637;2856;5536;
15867;2736;5426;
15867;2756;5406;
15857;2761;5411;
15837;2801;5391;
15837;2821;5371;
15827;2851;5351;
15807;2831;5391;
16007;2731;5291;
15997;2736;5296;
15977;2716;5336;
15877;2616;5536;
15767;2516;5746;
15747;2556;5726;
15747;2576;5706;
15737;2606;5686;
15717;2586;5726;
15717;2566;5746;
15707;2596;5726;
15687;2576;5766;
15687;2596;5746;
15677;2576;5776;
15657;2616;5756;
15657;2636;5736;
15647;2666;5716;
15877;2546;5606;
15777;2446;5806;
15767;2476;5786;
15747;2456;5826;
15747;2436;5846;
15737;2416;5876;
15717;2396;5916;
15717;2416;5896;
15707;2446;5876;
15587;2676;5766;
15587;2696;5746;
15577;2676;5776;
15557;2716;5756;
15457;2916;5656;
15447;2921;5661;
15427;2931;5671;
15427;2951;5651;
15417;2981;5631;
15397;2961;5671;
15397;2941;5691;
15387;2921;5721;
15367;2961;5701;
15567;2861;5601;
15557;2841;5631;
15537;2881;5611;
15537;2861;5631;
15757;2761;5511;
15737;2801;5491;
15737;2821;5471;
15727;2851;5451;
15707;2891;5431;
15707;2871;5451;
15697;2901;5431;
15677;2941;5411;
15677;2961;5391;
15667;2991;5371;
15647;2971;5411;
15647;2991;5391;
15637;3021;5371;
15617;3001;5411;
15617;2981;5431;
15837;2881;5311;
15817;2921;5291;
15817;2941;5271;
15807;2921;5301;
15687;2801;5541;
15587;2701;5741;
15577;2731;5721;
15807;2611;5611;
15807;2631;5591;
15797;2611;5621;
16027;2491;5511;
16027;2511;5491;
16017;2541;5471;
15997;2521;5511;
15997;2501;5531;
15987;2531;5511;
15867;2761;5401;
15867;2741;5421;
15857;2721;5451;
15837;2761;5431;
15737;2961;5331;
15727;2991;5311;
15707;3031;5291;
15707;3011;5311;
15697;3016;5316;
15677;2996;5356;
15677;3016;5336;
15667;2996;5366;
15647;3036;5346;
15647;3016;5366;
15637;2996;5396;
15617;3036;5376;
15617;3016;5396;
15607;3046;5376;
15587;3026;5416;
15587;3046;5396;
15577;3026;5426;
15557;3006;5466;
15757;2906;5366;
15747;2886;5396;
15627;3116;5286;
15527;3316;5186;
15517;3346;5166;
15497;3386;5146;
15497;3406;5126;
15487;3386;5156;
15467;3366;5196;
15467;3386;5176;
15457;3366;5206;
15437;3406;5186;
15437;3426;5166;
15427;3456;5146;
15407;3436;5186;
15407;3416;5206;
15397;3446;5186;
15627;3326;5076;
15627;3346;5056;
15617;3376;5036;
15597;3416;5016;
15497;3316;5216;
15717;3216;5096;
15697;3196;5136;
15697;3216;5116;
15687;3246;5096;
15667;3226;5136;
15667;3206;5156;
15657;3236;5136;
15537;3116;5376;
15537;3096;5396;
15527;3076;5426;
15582;3131;5316;
15782;3031;5216;
15772;3011;5246;
15752;2991;5286;
15752;2971;5306;
15742;2951;5336;
15722;2931;5376;
15722;2951;5356;
15712;2981;5336;
15592;3211;5226;
15592;3191;5246;
15582;3221;5226;
15562;3201;5266;
15562;3201;5266;
15552;3231;5246;
15532;3211;5286;
15532;3191;5306;
15522;3221;5286;
15502;3261;5266;
15502;3241;5286;
15492;3221;5316;
15472;3201;5356;
15472;3181;5376;
15692;3081;5256;
15672;3061;5296;
15672;3081;5276;
15662;3061;5306;
15892;2941;5196;
16092;2841;5096;
16082;2821;5126;
16062;2861;5106;
16062;2841;5126;
16052;2871;5106;
16032;2851;5146;
16032;2871;5126;
16022;2851;5156;
16002;2891;5136;
16002;2911;5116;
15992;2891;5146;
15972;2871;5186;
15972;2891;5166;
15962;2921;5146;
15842;3151;5036;
15842;3131;5056;
15832;3161;5036;
15812;3201;5016;
15812;3181;5036;
15702;3081;5246;
15582;2961;5486;
15582;2981;5466;
15572;2961;5496;
15552;3001;5476;
15552;3021;5456;
15772;2921;5336;
15752;2901;5376;
15752;2921;5356;
15742;2901;5386;
15722;2941;5366;
15722;2921;5386;
15712;2951;5366;
15692;2931;5406;
15692;2951;5386;
15682;2931;5416;
15662;2971;5396;
15662;2951;5416;
15652;2931;5446;
15532;3161;5336;
15532;3181;5316;
15522;3161;5346;
15502;3201;5326;
15502;3181;5346;
15492;3211;5326;
15472;3191;5366;
15672;3091;5266;
15662;3121;5246;
15542;3351;5136;
15542;3331;5156;
15532;3361;5136;
15762;3241;5026;
15762;3261;5006;
15752;3266;5011;
15732;3246;5051;
15732;3226;5071;
15722;3256;5051;
15702;3236;5091;
15702;3256;5071;
15692;3236;5101;
15672;3276;5081;
15672;3256;5101;
15662;3286;5081;
15642;3326;5061;
15642;3306;5081;
15862;3206;4961;
15842;3186;5001;
15842;3206;4981;
15832;3186;5011;
15812;3226;4991;
15812;3246;4971;
15802;3226;5001;
15782;3266;4981;
15782;3246;5001;
15772;3276;4981;
15752;3256;5021;
15752;3276;5001;
15742;3306;4981;
15722;3346;4961;
15922;3246;4861;
15912;3226;4891;
15892;3206;4931;
15892;3226;4911;
15882;3206;4941;
15862;3246;4921;
15862;3226;4941;
15852;3206;4971;
15832;3216;4981;
15832;3216;4981;
15822;3196;5011;
15802;3176;5051;
15802;3156;5071;
15792;3186;5051;
15772;3226;5031;
15772;3206;5051;
15762;3236;5031;
15992;3116;4921;
15992;3096;4941;
15982;3076;4971;
15962;3056;5011;
15962;3056;5011;
15952;3086;4991;
15932;3126;4971;
15932;3106;4991;
15922;3086;5021;
15902;3066;5061;
15902;3086;5041;
15892;3116;5021;
15872;3096;5061;
16072;2996;4961;
16062;2976;4991;
16042;3016;4971;
16042;3036;4951;
16032;3016;4981;
16012;2996;5021;
16012;3016;5001;
16002;3046;4981;
15982;3026;5021;
15982;3006;5041;
15972;3036;5021;
16202;2916;4911;
16202;2936;4891;
16092;2836;5101;
16072;2816;5141;
16072;2796;5161;
16062;2776;5191;
16042;2756;5231;
16042;2736;5251;
16032;2766;5231;
16012;2806;5211;
16012;2826;5191;
16002;2856;5171;
15982;2836;5211;
15982;2856;5191;
15972;2886;5171;
15852;2766;5411;
15852;2786;5391;
15842;2816;5371;
15822;2826;5381;
15822;2826;5381;
15812;2806;5411;
15792;2846;5391;
15792;2826;5411;
15782;2806;5441;
15762;2846;5421;
15762;2826;5441;
15982;2726;5321;
15962;2766;5301;
15962;2786;5281;
15952;2766;5311;
15832;2646;5551;
15832;2626;5571;
15822;2656;5551;
15802;2636;5591;
15802;2656;5571;
15792;2686;5551;
15772;2666;5591;
15772;2686;5571;
15762;2716;5551;
15817;2771;5441;
15817;2791;5421;
16037;2691;5301;
16017;2731;5281;
16017;2751;5261;
16007;2731;5291;
15887;2611;5531;
15887;2591;5551;
15877;2571;5581;
15857;2611;5561;
15857;2631;5541;
15847;2611;5571;
15827;2591;5611;
15827;2571;5631;
15717;2801;5511;
15597;2856;5576;
15597;2876;5556;
15587;2906;5536;
15567;2946;5516;
15567;2926;5536;
15787;2826;5416;
15767;2806;5456;
15767;2786;5476;
15757;2816;5456;
15737;2826;5466;
15737;2806;5486;
15727;2786;5516;
15707;2766;5556;
15607;2966;5456;
15597;2946;5486;
15577;2926;5526;
15577;2906;5546;
15567;2886;5576;
15547;2926;5556;
15547;2946;5536;
15537;2976;5516;
15517;3016;5496;
15517;2996;5516;
15507;2976;5546;
15487;3016;5526;
15487;3036;5506;
15477;3016;5536;
15457;2996;5576;
15457;2976;5596;
15677;2876;5476;
15657;2916;5456;
15657;2896;5476;
15647;2926;5456;
15627;2906;5496;
15627;2886;5516;
15617;2866;5546;
15497;3096;5436;
15497;3116;5416;
15487;3146;5396;
15467;3186;5376;
15467;3166;5396;
15457;3196;5376;
15437;3176;5416;
15437;3196;5396;
15427;3226;5376;
15407;3206;5416;
15407;3226;5396;
15627;3126;5276;
15857;3006;5166;
15757;2906;5366;
15647;2806;5576;
15627;2846;5556;
15627;2826;5576;
15617;2856;5556;
15597;2836;5596;
15497;2736;5796;
15487;2716;5826;
15467;2756;5806;
15467;2776;5786;
15357;3006;5666;
15337;2986;5706;
15337;2966;5726;
15327;2996;5706;
15557;2876;5596;
15557;2856;5616;
15547;2836;5646;
15527;2816;5686;
15527;2796;5706;
15517;2776;5736;
15497;2756;5776;
15497;2776;5756;
15487;2806;5736;
15467;2846;5716;
15467;2866;5696;
15457;2846;5726;
15437;2826;5766;
15437;2846;5746;
15427;2826;5776;
15407;2866;5756;
15607;2766;5656;
15597;2746;5686;
15577;2726;5726;
15777;2626;5626;
15997;2526;5506;
15877;2406;5746;
15877;2386;5766;
15867;2366;5796;
15747;2596;5686;
15747;2576;5706;
15737;2606;5686;
15967;2486;5576;
15967;2466;5596;
15957;2496;5576;
15937;2476;5616;
15937;2496;5596;
15927;2476;5626;
15907;2516;5606;
15907;2496;5626;
15897;2476;5656;
15877;2516;5636;
15877;2496;5656;
15867;2526;5636;
15747;2406;5876;
15747;2386;5896;
15737;2366;5926;
15717;2346;5966;
15717;2326;5986;
15707;2306;6016;
15687;2286;6056;
15687;2266;6076;
15677;2246;6106;
15657;2226;6146;
15557;2126;6346;
15547;2156;6326;
15527;2196;6306;
15527;2176;6326;
15517;2156;6356;
15497;2196;6336;
15497;2216;6316;
15717;2116;6196;
15697;2096;6236;
15697;2096;6236;
15687;2076;6266;
15667;2116;6246;
15667;2136;6226;
15657;2166;6206;
15637;2146;6246;
15637;2126;6266;
15857;2026;6146;
15837;2006;6186;
15737;2206;6086;
15727;2236;6066;
15707;2276;6046;
15707;2256;6066;
15697;2236;6096;
15677;2276;6076;
15677;2256;6096;
15667;2286;6076;
15647;2266;6116;
15647;2246;6136;
15637;2226;6166;
15517;2106;6406;
15517;2126;6386;
15507;2156;6366;
15487;2136;6406;
15487;2156;6386;
15477;2136;6416;
15707;2016;6306;
15707;1996;6326;
15697;2026;6306;
15677;2066;6286;
15877;1966;6186;
15867;1996;6166;
15847;2036;6146;
15847;2056;6126;
15737;1956;6336;
15717;1936;6376;
15717;1956;6356;
15707;1936;6386;
15937;1816;6276;
15937;1796;6296;
16157;1696;6176;
16137;1676;6216;
16137;1696;6196;
16027;1926;6076;
16257;1806;5966;
16257;1826;5946;
16247;1856;5926;
16227;1896;5906;
16227;1916;5886;
16217;1946;5866;
16197;1926;5906;
16197;1906;5926;
16187;1936;5906;
16417;1816;5796;
16417;1796;5816;
16407;1776;5846;
16387;1756;5886;
16387;1756;5886;
16377;1736;5916;
16357;1776;5896;
16357;1796;5876;
16347;1776;5906;
16327;1816;5886;
16327;1836;5866;
16317;1816;5896;
16297;1856;5876;
16297;1876;5856;
16287;1856;5886;
16167;1736;6126;
16167;1716;6146;
16157;1696;6176;
16137;1676;6216;
16137;1656;6236;
16127;1636;6266;
16357;1516;6156;
16357;1536;6136;
16347;1516;6166;
16327;1556;6146;
16327;1576;6126;
16317;1556;6156;
16297;1596;6136;
16497;1496;6036;
16487;1526;6016;
16467;1506;6056;
16467;1526;6036;
16457;1556;6016;
16437;1536;6056;
16437;1536;6056;
16657;1436;5936;
16637;1416;5976;
16637;1436;5956;
16627;1416;5986;
16607;1396;6026;
16607;1376;6046;
16827;1276;5926;
16807;1316;5906;
16807;1336;5886;
16797;1316;5916;
16777;1356;5896;
16777;1336;5916;
16667;1566;5796;
16647;1576;5806;
16647;1556;5826;
16637;1536;5856;
16617;1576;5836;
16617;1596;5816;
16607;1626;5796;
16587;1666;5776;
16587;1686;5756;
16577;1716;5736;
16557;1696;5776;
16557;1716;5756;
16547;1696;5786;
16777;1576;5676;
16777;1576;5676;
16767;1556;5706;
16747;1536;5746;
16747;1556;5726;
16737;1536;5756;
16717;1576;5736;
16917;1476;5636;
16907;1456;5666;
16887;1436;5706;
16887;1416;5726;
16877;1446;5706;
16857;1426;5746;
16857;1426;5746;
16847;1456;5726;
16827;1496;5706;
16827;1516;5686;
16817;1546;5666;
16797;1586;5646;
16797;1606;5626;
16787;1586;5656;
16767;1626;5636;
16767;1646;5616;
16757;1626;5646;
16737;1606;5686;
16737;1626;5666;
16627;1526;5876;
16607;1506;5916;
16607;1506;5916;
16597;1486;5946;
16577;1526;5926;
16577;1506;5946;
16797;1406;5826;
16777;1386;5866;
16777;1366;5886;
16767;1346;5916;
16747;1386;5896;
16747;1366;5916;
16737;1346;5946;
16717;1326;5986;
16717;1346;5966;
16707;1326;5996;
16687;1366;5976;
16687;1386;5956;
16677;1391;5961;
16657;1431;5941;
16657;1451;5921;
16647;1431;5951;
16627;1411;5991;
16527;1611;5891;
16747;1511;5771;
16977;1391;5661;
16977;1371;5681;
16967;1351;5711;
17197;1231;5601;
17197;1211;5621;
17187;1191;5651;
17167;1231;5631;
17167;1251;5611;
17157;1281;5591;
17137;1261;5631;
17137;1241;5651;
17127;1271;5631;
17107;1311;5611;
17107;1331;5591;
17097;1361;5571;
17077;1341;5611;
17077;1361;5591;
17297;1261;5471;
17277;1241;5511;
17277;1261;5491;
17267;1241;5521;
17247;1221;5561;
17247;1241;5541;
17237;1271;5521;
17217;1311;5501;
17217;1291;5521;
17207;1321;5501;
17187;1361;5481;
17187;1381;5461;
17177;1361;5491;
17157;1401;5471;
17157;1421;5451;
17047;1321;5661;
17027;1301;5701;
17027;1281;5721;
17247;1181;5601;
17227;1221;5581;
17227;1241;5561;
17217;1271;5541;
17197;1311;5521;
17197;1291;5541;
17417;1191;5421;
17397;1171;5461;
17397;1151;5481;
17387;1131;5511;
17267;1361;5401;
17267;1341;5421;
17257;1321;5451;
17237;1301;5491;
17237;1321;5471;
17227;1351;5451;
17207;1391;5431;
17207;1411;5411;
17197;1391;5441;
17177;1401;5451;
17177;1381;5471;
17167;1361;5501;
17147;1341;5541;
17147;1361;5521;
17137;1391;5501;
17117;1431;5481;
17117;1451;5461;
17107;1481;5441;
17087;1521;5421;
17087;1501;5441;
17077;1531;5421;
17057;1571;5401;
17057;1551;5421;
17047;1581;5401;
16927;1811;5291;
16927;1791;5311;
16917;1771;5341;
16897;1811;5321;
16897;1831;5301;
16787;1731;5511;
16767;1771;5491;
16767;1791;5471;
16757;1821;5451;
16737;1801;5491;
16737;1781;5511;
16727;1761;5541;
16707;1741;5581;
16707;1721;5601;
16697;1701;5631;
16677;1741;5611;
16677;1761;5591;
16667;1741;5621;
16647;1781;5601;
16647;1761;5621;
16637;1791;5601;
16617;1771;5641;
16617;1751;5661;
16607;1781;5641;
16587;1761;5681;
16587;1781;5661;
16577;1811;5641;
16557;1851;5621;
16557;1871;5601;
16547;1851;5631;
16777;1731;5521;
16777;1751;5501;
16667;1651;5711;
16647;1631;5751;
16647;1611;5771;
16637;1591;5801;
16617;1571;5841;
16617;1551;5861;
16607;1531;5891;
16587;1511;5931;
16587;1491;5951;
16577;1471;5981;
16557;1451;6021;
16557;1431;6041;
16547;1411;6071;
16527;1391;6111;
16527;1371;6131;
16517;1401;6111;
16497;1441;6091;
16497;1421;6111;
16487;1451;6091;
16467;1431;6131;
16467;1411;6151;
16457;1441;6131;
16687;1321;6021;
16687;1341;6001;
16677;1321;6031;
16657;1361;6011;
16657;1341;6031;
16877;1241;5911;
16857;1281;5891;
16857;1301;5871;
17077;1201;5751;
17057;1241;5731;
17057;1261;5711;
17047;1241;5741;
17027;1281;5721;
17227;1181;5621;
17447;1081;5501;
17427;1121;5481;
17427;1141;5461;
17417;1121;5491;
17397;1101;5531;
17397;1081;5551;
17387;1111;5531;
17367;1091;5571;
17367;1071;5591;
17357;1101;5571;
17587;981;5461;
17587;1001;5441;
17577;981;5471;
17557;1021;5451;
17557;1041;5431;
17547;1021;5461;
17527;1061;5441;
17527;1041;5461;
17517;1071;5441;
17497;1111;5421;
17497;1091;5441;
17487;1121;5421;
17467;1161;5401;
17467;1181;5381;
17457;1186;5386;
17437;1166;5426;
17437;1146;5446;
17427;1126;5476;
17407;1166;5456;
17407;1146;5476;
17397;1126;5506;
17377;1106;5546;
17377;1086;5566;
17367;1066;5596;
17347;1106;5576;
17247;1006;5776;
17237;986;5806;
17217;1026;5786;
17217;1006;5806;
17207;986;5836;
17187;966;5876;
17187;966;5876;
17177;946;5906;
17407;826;5796;
17407;846;5776;
17397;826;5806;
17377;806;5846;
17377;826;5826;
17367;806;5856;
17347;846;5836;
17347;826;5856;
17337;806;5886;
17317;786;5926;
17317;766;5946;
17307;796;5926;
17287;776;5966;
17187;976;5866;
17177;1006;5846;
17157;1046;5826;
17157;1026;5846;
17147;1056;5826;
17127;1096;5806;
17127;1116;5786;
17117;1096;5816;
17097;1076;5856;
17097;1056;5876;
17087;1036;5906;
17067;1016;5946;
17067;1036;5926;
17057;1016;5956;
17037;996;5996;
17037;1016;5976;
17027;996;6006;
17007;976;6046;
17007;956;6066;
16997;936;6096;
16977;976;6076;
16977;996;6056;
16967;976;6086;
16947;956;6126;
16947;936;6146;
16937;916;6176;
16917;956;6156;
16917;976;6136;
17137;876;6016;
17017;756;6256;
17217;656;6156;
17207;636;6186;
17087;866;6076;
16987;766;6276;
16977;796;6256;
16957;836;6236;
16957;856;6216;
16947;886;6196;
16927;926;6176;
16927;946;6156;
16817;1176;6036;
16797;1156;6076;
16797;1136;6096;
16787;1166;6076;
17017;1046;5966;
17017;1066;5946;
17007;1096;5926;
16987;1136;5906;
16987;1156;5886;
16977;1186;5866;
16957;1166;5906;
16957;1146;5926;
16947;1176;5906;
16927;1216;5886;
16927;1236;5866;
16917;1266;5846;
16797;1146;6086;
16797;1166;6066;
16787;1196;6046;
16767;1176;6086;
16967;1076;5986;
16857;1306;5866;
16837;1346;5846;
16837;1366;5826;
16827;1346;5856;
16807;1386;5836;
16807;1366;5856;
16797;1346;5886;
16777;1326;5926;
16777;1306;5946;
16667;1206;6156;
16647;1246;6136;
16647;1266;6116;
16637;1246;6146;
16617;1286;6126;
16617;1306;6106;
16507;1536;5986;
16487;1576;5966;
16387;1776;5866;
16277;1676;6076;
16257;1656;6116;
16257;1676;6096;
16247;1681;6101;
16227;1721;6081;
16227;1741;6061;
16217;1721;6091;
16197;1761;6071;
16197;1781;6051;
16187;1761;6081;
16167;1801;6061;
16067;2001;5961;
16057;2031;5941;
16287;1911;5831;
16287;1891;5851;
16277;1871;5881;
16257;1851;5921;
16257;1831;5941;
16247;1861;5921;
16227;1841;5961;
16227;1821;5981;
16217;1801;6011;
16197;1781;6051;
16197;1801;6031;
16187;1831;6011;
16167;1871;5991;
16167;1891;5971;
16157;1921;5951;
